transaction_id,amount,transaction_date,month_index,product_Flood,product_Homeowners,product_Renters,region_Midwest,region_Northeast,region_South,region_West
1603,21.22,2024-09-15,9,0,0,1,1,0,0,0
1604,21.4,2024-04-10,4,0,0,1,1,0,0,0
1605,12.68,2024-01-26,1,0,0,1,0,0,0,1
1606,163.77,2025-09-25,21,0,1,0,0,0,1,0
1607,15.66,2024-09-29,9,0,0,1,0,1,0,0
1608,13.61,2024-01-24,1,0,0,1,1,0,0,0
1609,178.22,2024-10-14,10,0,1,0,0,0,0,1
1610,23.89,2024-05-16,5,0,0,1,0,1,0,0
1611,15.45,2024-03-26,3,0,0,1,0,0,0,1
1612,12.05,2025-03-08,15,0,0,1,0,1,0,0
1613,15.9,2025-01-30,13,0,0,1,0,0,1,0
1614,14.61,2025-06-24,18,0,0,1,0,0,1,0
1615,12.23,2024-09-27,9,0,0,1,0,1,0,0
1616,13.46,2024-02-28,2,0,0,1,0,0,1,0
1617,177.12,2024-05-02,5,0,1,0,0,0,1,0
1618,21.84,2025-07-15,19,0,0,1,0,1,0,0
1619,24.92,2025-01-29,13,0,0,1,0,0,1,0
1620,12.65,2024-03-18,3,0,0,1,0,0,1,0
1621,14.64,2024-06-19,6,0,0,1,0,0,1,0
1622,165.77,2025-01-06,13,1,0,0,0,0,1,0
1623,16.84,2024-09-16,9,0,0,1,1,0,0,0
1624,14.66,2025-02-22,14,0,0,1,0,0,1,0
1625,12.69,2024-08-30,8,0,0,1,0,1,0,0
1626,14.07,2025-06-01,18,0,0,1,1,0,0,0
1627,14.22,2024-08-24,8,0,0,1,0,0,1,0
1628,18.6,2025-04-24,16,0,0,1,0,0,1,0
1629,12.29,2025-02-19,14,0,0,1,0,0,0,1
1630,13.76,2024-08-16,8,0,0,1,1,0,0,0
1631,25.0,2024-08-01,8,0,0,1,1,0,0,0
1632,22.95,2024-11-08,11,0,0,1,1,0,0,0
1633,35.34,2025-04-14,16,1,0,0,0,0,1,0
1634,24.05,2025-01-13,13,0,0,1,0,0,0,1
1635,12.67,2025-09-09,21,0,0,1,0,0,1,0
1636,168.26,2024-04-09,4,0,1,0,0,0,1,0
1637,13.99,2024-04-12,4,0,0,1,0,0,0,1
1638,22.15,2024-01-07,1,0,0,1,0,1,0,0
1639,16.77,2025-04-20,16,0,0,1,1,0,0,0
1640,24.43,2025-05-04,17,0,0,1,0,1,0,0
1641,19.52,2024-07-15,7,0,0,1,0,0,1,0
1642,16.92,2025-08-17,20,0,0,1,0,1,0,0
1643,23.27,2025-03-30,15,0,0,1,0,0,1,0
1644,21.63,2024-10-30,10,0,0,1,0,0,1,0
1645,14.44,2025-08-12,20,0,0,1,0,1,0,0
1646,14.26,2024-12-01,12,0,0,1,0,0,1,0
1647,17.05,2024-05-26,5,0,0,1,0,1,0,0
1648,22.87,2025-01-28,13,0,0,1,0,0,1,0
1649,14.48,2025-04-10,16,0,0,1,0,0,1,0
1650,223.61,2025-09-10,21,0,1,0,0,0,1,0
1651,24.23,2024-09-14,9,0,0,1,0,0,0,1
1652,191.21,2024-08-23,8,0,1,0,0,1,0,0
1653,16.74,2025-09-14,21,0,0,1,1,0,0,0
1654,210.29,2025-04-24,16,0,1,0,0,0,1,0
1655,14.7,2025-07-05,19,0,0,1,0,0,1,0
1656,18.96,2024-10-24,10,0,0,1,0,1,0,0
1657,17.06,2024-07-17,7,0,0,1,0,1,0,0
1658,21.08,2024-11-18,11,0,0,1,0,0,0,1
1659,21.42,2024-10-28,10,0,0,1,0,1,0,0
1660,12.28,2025-07-14,19,0,0,1,0,0,1,0
1661,18.55,2024-12-13,12,0,0,1,0,0,1,0
1662,22.51,2024-09-29,9,0,0,1,0,0,1,0
1663,204.63,2024-01-09,1,0,1,0,0,0,1,0
1664,19.31,2024-07-15,7,0,0,1,1,0,0,0
1665,18.62,2024-03-05,3,0,0,1,0,0,1,0
1666,17.75,2025-01-03,13,0,0,1,0,0,1,0
1667,23.33,2024-06-25,6,0,0,1,0,0,1,0
1668,105.82,2024-02-22,2,1,0,0,0,0,1,0
1669,14.19,2024-02-25,2,0,0,1,0,0,0,1
1670,20.64,2024-06-28,6,0,0,1,0,0,0,1
1671,17.43,2024-03-20,3,0,0,1,0,0,0,1
1672,202.34,2025-07-23,19,0,1,0,0,0,1,0
1673,18.74,2025-07-20,19,0,0,1,0,1,0,0
1674,17.82,2025-04-01,16,0,0,1,0,0,1,0
1675,20.76,2024-10-18,10,0,0,1,0,0,0,1
1676,190.62,2025-02-18,14,0,1,0,0,0,0,1
1677,16.64,2024-08-10,8,0,0,1,0,0,1,0
1678,23.91,2024-12-22,12,0,0,1,0,1,0,0
1679,23.86,2024-11-28,11,0,0,1,0,0,0,1
1680,24.32,2024-12-28,12,0,0,1,0,0,1,0
1681,20.97,2025-01-05,13,0,0,1,0,1,0,0
1682,20.17,2025-08-01,20,0,0,1,0,0,1,0
1683,255.8,2025-08-20,20,1,0,0,0,0,1,0
1684,21.75,2024-12-02,12,0,0,1,0,0,1,0
1685,167.02,2024-05-15,5,1,0,0,0,0,1,0
1686,20.89,2025-09-26,21,0,0,1,0,0,0,1
1687,24.48,2024-07-26,7,0,0,1,0,0,1,0
1688,173.59,2024-06-29,6,0,1,0,1,0,0,0
1689,14.71,2025-03-19,15,0,0,1,0,0,0,1
1690,164.94,2025-01-30,13,0,1,0,0,0,1,0
1691,22.37,2025-06-01,18,0,0,1,0,0,1,0
1692,50.43,2024-08-17,8,1,0,0,0,0,1,0
1693,21.49,2025-01-26,13,0,0,1,0,1,0,0
1694,14.35,2025-02-18,14,0,0,1,0,0,1,0
1695,188.64,2025-08-26,20,0,1,0,0,0,0,1
1696,16.92,2024-11-09,11,0,0,1,0,0,1,0
1697,15.5,2024-07-10,7,0,0,1,0,0,1,0
1698,14.58,2024-10-19,10,0,0,1,0,0,1,0
1699,18.29,2025-09-26,21,0,0,1,0,0,0,1
1700,24.96,2024-04-22,4,0,0,1,0,0,0,1
1701,19.81,2024-04-27,4,0,0,1,0,0,1,0
1702,12.53,2025-02-21,14,0,0,1,0,0,1,0
1703,269.05,2025-01-28,13,1,0,0,0,0,1,0
1704,23.08,2024-08-06,8,0,0,1,0,0,1,0
1705,21.96,2024-09-23,9,0,0,1,0,0,0,1
1706,21.28,2024-10-16,10,0,0,1,0,0,0,1
1707,19.02,2024-07-22,7,0,0,1,0,0,1,0
1708,18.27,2025-05-13,17,0,0,1,0,0,1,0
1709,13.46,2024-08-27,8,0,0,1,0,0,0,1
1710,147.46,2025-01-30,13,1,0,0,0,0,1,0
1711,15.1,2024-02-18,2,0,0,1,0,0,1,0
1712,133.54,2025-06-20,18,1,0,0,0,1,0,0
1713,24.52,2024-11-22,11,0,0,1,0,0,1,0
1714,12.13,2024-01-12,1,0,0,1,0,0,1,0
1715,19.28,2025-06-18,18,0,0,1,1,0,0,0
1716,14.69,2024-12-18,12,0,0,1,0,0,0,1
1717,188.14,2024-05-07,5,0,1,0,0,0,0,1
1718,14.72,2024-11-08,11,0,0,1,0,0,0,1
1719,14.75,2024-01-16,1,0,0,1,1,0,0,0
1720,21.49,2025-09-27,21,0,0,1,0,0,0,1
1721,213.12,2024-10-23,10,0,1,0,1,0,0,0
1722,150.68,2025-08-05,20,0,1,0,0,0,0,1
1723,187.48,2024-12-24,12,0,1,0,0,0,0,1
1724,24.62,2024-06-13,6,0,0,1,0,0,1,0
1725,24.73,2024-05-06,5,0,0,1,0,0,1,0
1726,21.67,2024-05-18,5,0,0,1,1,0,0,0
1727,19.61,2024-02-21,2,0,0,1,0,0,1,0
1728,15.71,2025-02-04,14,0,0,1,0,1,0,0
1729,24.42,2025-08-20,20,0,0,1,0,0,0,1
1730,20.79,2024-01-06,1,0,0,1,0,0,1,0
1731,17.02,2025-08-23,20,0,0,1,0,0,1,0
1732,17.88,2024-02-25,2,0,0,1,0,0,1,0
1733,203.01,2025-09-23,21,0,1,0,0,1,0,0
1734,19.4,2025-04-17,16,0,0,1,0,0,1,0
1735,23.36,2024-07-20,7,0,0,1,0,0,0,1
1736,18.12,2024-10-15,10,0,0,1,0,0,1,0
1737,16.63,2024-05-31,5,0,0,1,1,0,0,0
1738,18.28,2025-07-13,19,0,0,1,0,0,1,0
1739,207.68,2025-02-04,14,0,1,0,0,1,0,0
1740,24.28,2025-03-23,15,0,0,1,0,0,1,0
1741,158.76,2024-12-28,12,0,1,0,0,0,1,0
1742,208.64,2024-01-23,1,0,1,0,0,0,0,1
1743,12.74,2024-11-16,11,0,0,1,0,0,1,0
1744,14.6,2024-05-04,5,0,0,1,0,0,1,0
1745,15.97,2024-09-09,9,0,0,1,1,0,0,0
1746,21.97,2024-10-28,10,0,0,1,0,0,0,1
1747,21.01,2024-06-18,6,0,0,1,0,0,0,1
1748,22.63,2024-05-20,5,0,0,1,0,0,1,0
1749,16.39,2024-05-07,5,0,0,1,0,0,1,0
1750,17.29,2025-01-20,13,0,0,1,1,0,0,0
1751,18.43,2024-11-18,11,0,0,1,0,0,0,1
1752,15.42,2025-08-26,20,0,0,1,0,0,1,0
1753,214.42,2024-03-11,3,0,1,0,0,0,1,0
1754,17.31,2025-05-28,17,0,0,1,0,0,1,0
1755,15.27,2025-08-28,20,0,0,1,0,0,1,0
1756,19.44,2025-04-11,16,0,0,1,1,0,0,0
1757,23.62,2024-03-28,3,0,0,1,0,0,0,1
1758,17.13,2024-10-12,10,0,0,1,0,0,0,1
1759,23.35,2024-01-24,1,0,0,1,0,0,1,0
1760,195.56,2025-03-13,15,0,1,0,0,0,1,0
1761,20.52,2025-05-11,17,0,0,1,0,0,1,0
1762,18.72,2025-07-19,19,0,0,1,0,1,0,0
1763,19.07,2024-05-17,5,0,0,1,1,0,0,0
1764,20.8,2025-02-19,14,0,0,1,1,0,0,0
1765,20.6,2024-02-25,2,0,0,1,0,0,0,1
1766,15.96,2025-01-10,13,0,0,1,0,0,1,0
1767,15.94,2024-04-19,4,0,0,1,0,0,1,0
1768,190.88,2024-12-21,12,0,1,0,0,0,0,1
1769,18.48,2024-05-29,5,0,0,1,1,0,0,0
1770,12.16,2024-02-17,2,0,0,1,0,1,0,0
1771,15.79,2025-01-05,13,0,0,1,1,0,0,0
1772,17.56,2024-12-02,12,0,0,1,0,0,0,1
1773,12.22,2025-01-15,13,0,0,1,0,0,0,1
1774,156.8,2024-03-22,3,1,0,0,0,0,1,0
1775,14.02,2024-02-06,2,0,0,1,0,0,1,0
1776,12.05,2024-06-24,6,0,0,1,0,0,0,1
1777,19.41,2025-09-28,21,0,0,1,0,1,0,0
1778,17.64,2025-09-14,21,0,0,1,0,0,0,1
1779,111.16,2024-11-15,11,1,0,0,0,0,1,0
1780,12.02,2024-10-07,10,0,0,1,0,1,0,0
1781,23.9,2024-01-09,1,0,0,1,0,1,0,0
1782,14.08,2025-08-04,20,0,0,1,1,0,0,0
1783,19.07,2025-03-17,15,0,0,1,0,0,0,1
1784,268.54,2025-07-01,19,1,0,0,1,0,0,0
1785,20.27,2025-04-14,16,0,0,1,0,0,0,1
1786,14.04,2024-04-10,4,0,0,1,0,0,0,1
1787,12.71,2024-10-03,10,0,0,1,0,0,0,1
1788,21.48,2024-05-17,5,0,0,1,1,0,0,0
1789,23.2,2025-06-28,18,0,0,1,0,0,0,1
1790,15.95,2024-03-05,3,0,0,1,0,0,0,1
1791,15.38,2025-06-23,18,0,0,1,0,0,1,0
1792,60.98,2025-01-03,13,1,0,0,0,0,1,0
1793,20.16,2024-04-08,4,0,0,1,0,0,1,0
1794,22.64,2025-04-01,16,0,0,1,0,0,0,1
1795,16.11,2025-06-25,18,0,0,1,1,0,0,0
1796,22.5,2024-05-09,5,0,0,1,0,0,1,0
1797,24.12,2025-01-21,13,0,0,1,1,0,0,0
1798,18.76,2024-02-12,2,0,0,1,0,0,1,0
1799,15.04,2024-12-15,12,0,0,1,0,0,0,1
1800,20.79,2025-08-06,20,0,0,1,1,0,0,0
1801,188.36,2025-06-03,18,0,1,0,0,1,0,0
1802,179.27,2024-06-14,6,0,1,0,1,0,0,0
1803,24.58,2024-06-26,6,0,0,1,0,1,0,0
1804,23.82,2024-04-24,4,0,0,1,0,1,0,0
1805,188.06,2024-11-21,11,0,1,0,1,0,0,0
1806,24.11,2024-05-24,5,0,0,1,1,0,0,0
1807,13.39,2025-04-21,16,0,0,1,0,0,1,0
1808,23.82,2024-05-07,5,0,0,1,1,0,0,0
1809,23.35,2024-06-07,6,0,0,1,1,0,0,0
1810,15.94,2025-06-08,18,0,0,1,0,0,1,0
1811,13.98,2025-08-11,20,0,0,1,1,0,0,0
1812,20.06,2025-04-26,16,0,0,1,0,1,0,0
1813,164.46,2024-04-05,4,0,1,0,0,0,1,0
1814,12.39,2024-11-25,11,0,0,1,0,0,1,0
1815,24.26,2024-09-26,9,0,0,1,0,0,1,0
1816,13.94,2025-03-25,15,0,0,1,1,0,0,0
1817,18.2,2024-01-20,1,0,0,1,0,0,1,0
1818,23.65,2024-04-13,4,0,0,1,0,0,1,0
1819,17.48,2024-09-09,9,0,0,1,1,0,0,0
1820,20.36,2024-08-23,8,0,0,1,0,1,0,0
1821,22.42,2025-05-13,17,0,0,1,1,0,0,0
1822,12.91,2024-05-18,5,0,0,1,0,0,0,1
1823,178.47,2024-01-04,1,0,1,0,0,0,1,0
1824,180.9,2025-07-13,19,0,1,0,0,0,1,0
1825,19.36,2024-07-23,7,0,0,1,1,0,0,0
1826,15.66,2025-02-13,14,0,0,1,0,0,1,0
1827,17.55,2024-10-01,10,0,0,1,0,1,0,0
1828,12.64,2025-06-23,18,0,0,1,0,0,1,0
1829,16.03,2025-07-23,19,0,0,1,0,0,1,0
1830,12.06,2024-05-22,5,0,0,1,0,0,1,0
1831,13.77,2024-10-29,10,0,0,1,0,0,0,1
1832,18.16,2024-09-20,9,0,0,1,0,0,0,1
1833,23.54,2024-11-29,11,0,0,1,0,0,1,0
1834,21.13,2025-07-14,19,0,0,1,0,0,1,0
1835,24.4,2025-06-10,18,0,0,1,0,0,1,0
1836,201.85,2025-08-28,20,0,1,0,0,0,1,0
1837,18.12,2025-07-11,19,0,0,1,0,0,1,0
1838,23.05,2025-08-09,20,0,0,1,0,0,1,0
1839,16.6,2024-03-28,3,0,0,1,0,0,1,0
1840,18.98,2025-07-11,19,0,0,1,1,0,0,0
1841,23.41,2024-03-01,3,0,0,1,0,0,1,0
1842,12.4,2025-09-19,21,0,0,1,0,1,0,0
1843,202.04,2024-11-05,11,0,1,0,1,0,0,0
1844,200.03,2025-08-01,20,0,1,0,0,0,1,0
1845,15.07,2025-07-22,19,0,0,1,0,0,0,1
1846,21.97,2024-02-26,2,0,0,1,0,0,0,1
1847,22.87,2024-03-16,3,0,0,1,1,0,0,0
1848,12.2,2024-02-10,2,0,0,1,1,0,0,0
1849,18.56,2025-04-13,16,0,0,1,1,0,0,0
1850,12.95,2024-02-21,2,0,0,1,0,0,0,1
1851,16.03,2024-02-20,2,0,0,1,0,0,0,1
1852,18.41,2024-10-26,10,0,0,1,0,0,1,0
1853,75.34,2025-09-08,21,1,0,0,0,0,1,0
1854,19.63,2024-12-29,12,0,0,1,0,0,1,0
1855,224.76,2024-08-16,8,0,1,0,0,0,0,1
1856,194.31,2024-01-11,1,0,1,0,1,0,0,0
1857,24.12,2024-03-29,3,0,0,1,0,1,0,0
1858,22.34,2024-07-27,7,0,0,1,0,0,0,1
1859,18.85,2025-04-27,16,0,0,1,0,0,0,1
1860,18.03,2024-05-23,5,0,0,1,1,0,0,0
1861,217.47,2024-12-10,12,0,1,0,1,0,0,0
1862,200.78,2024-09-26,9,0,1,0,0,0,1,0
1863,16.39,2024-03-12,3,0,0,1,0,0,1,0
1864,14.38,2025-05-11,17,0,0,1,0,1,0,0
1865,24.65,2025-01-07,13,0,0,1,0,1,0,0
1866,19.46,2024-12-11,12,0,0,1,0,1,0,0
1867,21.95,2024-07-12,7,0,0,1,1,0,0,0
1868,20.5,2024-07-05,7,0,0,1,0,1,0,0
1869,24.93,2025-08-07,20,0,0,1,0,1,0,0
1870,159.53,2025-03-03,15,0,1,0,0,0,1,0
1871,22.9,2025-03-06,15,0,0,1,1,0,0,0
1872,12.12,2024-02-22,2,0,0,1,0,0,0,1
1873,85.67,2024-11-30,11,1,0,0,0,0,0,1
1874,15.18,2025-05-10,17,0,0,1,0,1,0,0
1875,91.19,2024-03-07,3,1,0,0,0,0,1,0
1876,18.72,2024-02-25,2,0,0,1,1,0,0,0
1877,12.14,2025-01-15,13,0,0,1,1,0,0,0
1878,13.59,2025-03-10,15,0,0,1,0,0,0,1
1879,12.92,2025-07-22,19,0,0,1,0,0,1,0
1880,15.67,2025-08-24,20,0,0,1,0,0,0,1
1881,21.93,2024-03-26,3,0,0,1,0,0,1,0
1882,20.14,2024-09-25,9,0,0,1,0,0,0,1
1883,18.13,2024-12-16,12,0,0,1,0,0,1,0
1884,21.36,2024-04-05,4,0,0,1,0,0,0,1
1885,20.03,2025-03-11,15,0,0,1,0,0,1,0
1886,15.65,2025-04-26,16,0,0,1,1,0,0,0
1887,18.74,2025-01-24,13,0,0,1,0,0,0,1
1888,21.49,2025-06-21,18,0,0,1,0,0,1,0
1889,182.89,2025-09-26,21,0,1,0,0,0,1,0
1890,21.83,2024-07-04,7,0,0,1,0,1,0,0
1891,23.53,2024-05-28,5,0,0,1,0,0,1,0
1892,18.19,2024-06-04,6,0,0,1,0,1,0,0
1893,17.17,2024-09-29,9,0,0,1,0,0,1,0
1894,118.42,2024-11-25,11,1,0,0,0,1,0,0
1895,14.29,2024-03-29,3,0,0,1,0,0,1,0
1896,19.28,2025-08-23,20,0,0,1,0,0,1,0
1897,22.53,2025-05-17,17,0,0,1,0,0,0,1
1898,18.05,2025-07-03,19,0,0,1,1,0,0,0
1899,160.16,2025-09-05,21,0,1,0,1,0,0,0
1900,14.39,2024-07-17,7,0,0,1,0,0,0,1
1901,24.27,2025-04-26,16,0,0,1,0,0,1,0
1902,18.62,2025-07-03,19,0,0,1,1,0,0,0
1903,13.4,2024-08-31,8,0,0,1,0,1,0,0
1904,24.65,2024-01-13,1,0,0,1,0,0,1,0
1905,23.64,2024-08-08,8,0,0,1,1,0,0,0
1906,221.06,2024-09-30,9,0,1,0,0,1,0,0
1907,21.94,2024-01-10,1,0,0,1,0,1,0,0
1908,18.15,2025-03-17,15,0,0,1,1,0,0,0
1909,22.13,2024-12-21,12,0,0,1,0,0,0,1
1910,12.61,2024-03-31,3,0,0,1,1,0,0,0
1911,14.2,2025-05-30,17,0,0,1,0,0,1,0
1912,169.9,2025-01-29,13,0,1,0,0,0,0,1
1913,12.66,2025-09-14,21,0,0,1,0,0,1,0
1914,243.2,2025-04-03,16,1,0,0,0,0,0,1
1915,12.01,2025-07-21,19,0,0,1,0,0,1,0
1916,12.63,2025-03-06,15,0,0,1,0,1,0,0
1917,159.25,2024-03-04,3,0,1,0,0,1,0,0
1918,23.38,2024-02-29,2,0,0,1,0,0,1,0
1919,20.57,2024-01-25,1,0,0,1,0,0,0,1
1920,20.09,2025-01-17,13,0,0,1,0,1,0,0
1921,219.58,2025-03-08,15,0,1,0,0,0,0,1
1922,204.18,2025-08-23,20,0,1,0,0,0,0,1
1923,19.64,2024-02-18,2,0,0,1,0,0,1,0
1924,24.56,2024-05-24,5,0,0,1,1,0,0,0
1925,23.54,2025-03-19,15,0,0,1,1,0,0,0
1926,172.32,2024-06-26,6,0,1,0,0,0,0,1
1927,22.02,2024-05-18,5,0,0,1,0,0,1,0
1928,24.86,2025-01-08,13,0,0,1,0,1,0,0
1929,16.17,2024-07-22,7,0,0,1,0,1,0,0
1930,21.14,2025-08-28,20,0,0,1,0,0,1,0
1931,199.62,2025-06-26,18,0,1,0,0,0,1,0
1932,14.8,2024-08-24,8,0,0,1,0,0,1,0
1933,24.91,2024-03-20,3,0,0,1,0,1,0,0
1934,20.51,2024-04-21,4,0,0,1,1,0,0,0
1935,16.55,2024-01-17,1,0,0,1,0,0,0,1
1936,17.91,2025-02-09,14,0,0,1,1,0,0,0
1937,19.24,2025-09-16,21,0,0,1,0,0,0,1
1938,24.8,2024-05-26,5,0,0,1,0,1,0,0
1939,87.23,2025-07-23,19,1,0,0,0,0,0,1
1940,20.51,2025-03-02,15,0,0,1,1,0,0,0
1941,177.99,2025-04-05,16,0,1,0,0,0,1,0
1942,21.02,2025-09-09,21,0,0,1,0,1,0,0
1943,19.85,2024-12-02,12,0,0,1,0,1,0,0
1944,17.24,2024-10-01,10,0,0,1,0,0,1,0
1945,18.52,2025-07-26,19,0,0,1,0,0,1,0
1946,16.23,2025-04-06,16,0,0,1,0,0,1,0
1947,147.31,2024-05-05,5,1,0,0,0,0,1,0
1948,21.61,2025-04-08,16,0,0,1,0,0,1,0
1949,20.92,2025-07-15,19,0,0,1,0,0,0,1
1950,18.1,2024-08-22,8,0,0,1,0,1,0,0
1951,24.62,2024-07-01,7,0,0,1,0,0,1,0
1952,17.64,2025-07-10,19,0,0,1,0,1,0,0
1953,18.31,2024-12-03,12,0,0,1,0,0,0,1
1954,164.47,2024-08-19,8,0,1,0,1,0,0,0
1955,20.49,2025-09-19,21,0,0,1,0,1,0,0
1956,13.31,2025-08-08,20,0,0,1,1,0,0,0
1957,15.72,2024-10-17,10,0,0,1,0,0,1,0
1958,22.63,2025-05-27,17,0,0,1,0,0,1,0
1959,167.07,2025-02-20,14,0,1,0,1,0,0,0
1960,22.08,2024-08-28,8,0,0,1,0,0,0,1
1961,16.42,2025-01-21,13,0,0,1,0,0,1,0
1962,162.62,2024-08-16,8,0,1,0,0,0,1,0
1963,17.68,2024-08-14,8,0,0,1,0,0,1,0
1964,13.22,2025-03-26,15,0,0,1,0,0,1,0
1965,15.34,2024-11-29,11,0,0,1,1,0,0,0
1966,23.72,2024-11-28,11,0,0,1,0,1,0,0
1967,212.48,2025-02-26,14,0,1,0,0,0,0,1
1968,12.5,2024-03-20,3,0,0,1,0,0,0,1
1969,21.08,2025-07-17,19,0,0,1,0,0,1,0
1970,23.33,2025-01-21,13,0,0,1,0,1,0,0
1971,21.43,2025-04-11,16,0,0,1,0,1,0,0
1972,20.82,2024-09-04,9,0,0,1,0,0,1,0
1973,248.98,2025-04-14,16,1,0,0,0,0,1,0
1974,15.53,2025-08-30,20,0,0,1,0,1,0,0
1975,23.05,2025-09-28,21,0,0,1,0,1,0,0
1976,22.83,2024-04-30,4,0,0,1,0,0,1,0
1977,24.3,2024-02-08,2,0,0,1,0,0,1,0
1978,24.1,2025-06-11,18,0,0,1,0,0,1,0
1979,64.91,2024-03-27,3,1,0,0,0,1,0,0
1980,19.14,2024-04-24,4,0,0,1,1,0,0,0
1981,24.47,2025-01-21,13,0,0,1,0,0,1,0
1982,23.0,2025-09-15,21,0,0,1,1,0,0,0
1983,14.92,2024-07-21,7,0,0,1,0,1,0,0
1984,12.48,2025-01-18,13,0,0,1,0,0,1,0
1985,17.12,2025-04-17,16,0,0,1,0,0,1,0
1986,181.34,2025-05-04,17,0,1,0,0,0,0,1
1987,98.18,2024-12-15,12,1,0,0,0,0,1,0
1988,19.44,2025-03-15,15,0,0,1,0,1,0,0
1989,20.2,2025-05-07,17,0,0,1,0,0,1,0
1990,15.03,2025-04-16,16,0,0,1,0,0,1,0
1991,16.54,2024-01-31,1,0,0,1,0,0,1,0
1992,23.96,2025-06-27,18,0,0,1,0,0,0,1
1993,13.22,2025-09-19,21,0,0,1,0,0,1,0
1994,21.7,2024-07-10,7,0,0,1,0,1,0,0
1995,24.12,2025-03-02,15,0,0,1,1,0,0,0
1996,200.38,2024-10-04,10,0,1,0,0,0,1,0
1997,18.95,2024-01-08,1,0,0,1,0,1,0,0
1998,19.91,2024-07-22,7,0,0,1,0,0,0,1
1999,21.42,2024-12-04,12,0,0,1,0,0,0,1
2000,167.35,2025-05-20,17,0,1,0,1,0,0,0
2001,14.3,2024-04-04,4,0,0,1,0,0,1,0
2002,200.27,2025-05-09,17,0,1,0,1,0,0,0
2003,16.07,2025-01-02,13,0,0,1,1,0,0,0
2004,168.4,2025-06-24,18,0,1,0,0,0,1,0
2005,24.63,2024-12-10,12,0,0,1,0,0,0,1
2006,13.2,2024-02-02,2,0,0,1,0,0,1,0
2007,23.57,2025-05-03,17,0,0,1,0,0,1,0
2008,19.5,2024-06-21,6,0,0,1,0,1,0,0
2009,24.79,2024-01-23,1,0,0,1,1,0,0,0
2010,159.66,2025-07-19,19,0,1,0,0,1,0,0
2011,153.47,2024-08-16,8,0,1,0,0,0,0,1
2012,18.69,2025-09-03,21,0,0,1,0,0,1,0
2013,22.13,2024-06-26,6,0,0,1,0,0,1,0
2014,22.56,2024-02-28,2,0,0,1,0,1,0,0
2015,158.26,2024-04-04,4,0,1,0,1,0,0,0
2016,12.5,2025-05-25,17,0,0,1,0,0,1,0
2017,16.65,2024-03-29,3,0,0,1,0,0,1,0
2018,22.87,2024-10-19,10,0,0,1,0,0,1,0
2019,19.3,2025-09-13,21,0,0,1,0,0,0,1
2020,170.84,2025-06-05,18,1,0,0,0,0,0,1
2021,12.96,2025-05-02,17,0,0,1,0,0,0,1
2022,196.12,2024-08-19,8,0,1,0,0,0,1,0
2023,15.54,2025-03-02,15,0,0,1,0,0,1,0
2024,22.89,2024-11-25,11,0,0,1,1,0,0,0
2025,23.47,2024-05-22,5,0,0,1,0,1,0,0
2026,22.98,2024-06-12,6,0,0,1,0,0,1,0
2027,13.3,2025-08-12,20,0,0,1,0,0,1,0
2028,12.64,2024-12-04,12,0,0,1,1,0,0,0
2029,18.99,2024-08-10,8,0,0,1,0,0,0,1
2030,17.68,2025-09-15,21,0,0,1,1,0,0,0
2031,21.04,2024-12-30,12,0,0,1,0,1,0,0
2032,17.3,2024-09-13,9,0,0,1,0,1,0,0
2033,23.74,2025-07-05,19,0,0,1,0,0,0,1
2034,21.2,2025-03-10,15,0,0,1,0,0,1,0
2035,13.83,2025-03-31,15,0,0,1,0,0,1,0
2036,23.37,2025-04-13,16,0,0,1,1,0,0,0
2037,19.54,2024-01-24,1,0,0,1,0,0,1,0
2038,21.57,2025-09-23,21,0,0,1,0,1,0,0
2039,152.86,2025-05-06,17,1,0,0,0,0,1,0
2040,13.67,2025-08-10,20,0,0,1,0,0,0,1
2041,17.53,2025-02-20,14,0,0,1,0,1,0,0
2042,24.5,2024-01-18,1,0,0,1,0,0,1,0
2043,196.04,2025-03-31,15,0,1,0,1,0,0,0
2044,23.27,2025-06-12,18,0,0,1,0,0,0,1
2045,22.93,2024-10-29,10,0,0,1,0,0,0,1
2046,23.15,2025-07-13,19,0,0,1,0,0,1,0
2047,206.21,2024-04-10,4,0,1,0,1,0,0,0
2048,188.87,2025-07-31,19,0,1,0,0,0,0,1
2049,20.3,2025-03-06,15,0,0,1,1,0,0,0
2050,175.65,2024-03-26,3,0,1,0,0,0,1,0
2051,17.1,2025-01-15,13,0,0,1,0,0,1,0
2052,20.48,2024-11-03,11,0,0,1,0,0,1,0
2053,23.13,2024-12-29,12,0,0,1,0,1,0,0
2054,22.41,2025-02-28,14,0,0,1,1,0,0,0
2055,16.96,2024-12-13,12,0,0,1,1,0,0,0
2056,151.57,2025-01-11,13,0,1,0,1,0,0,0
2057,18.26,2024-08-04,8,0,0,1,0,0,1,0
2058,15.3,2024-12-18,12,0,0,1,0,0,1,0
2059,20.2,2025-06-13,18,0,0,1,0,1,0,0
2060,21.46,2024-09-01,9,0,0,1,0,0,1,0
2061,163.82,2024-04-30,4,0,1,0,0,0,0,1
2062,13.63,2025-05-16,17,0,0,1,0,0,1,0
2063,184.17,2024-03-26,3,0,1,0,0,1,0,0
2064,23.3,2024-11-13,11,0,0,1,0,0,1,0
2065,13.71,2025-09-14,21,0,0,1,0,0,1,0
2066,214.98,2025-01-25,13,0,1,0,1,0,0,0
