transaction_id,product_type,region,amount,transaction_date
4278,Renters,Midwest,23.81,2024-04-16
4279,Renters,Midwest,21.12,2025-09-28
4280,Renters,Midwest,20.25,2024-02-04
4281,Renters,Northeast,20.87,2024-04-10
4282,Renters,West,23.0,2025-01-03
4283,Renters,South,16.19,2024-01-26
4284,Renters,Midwest,19.73,2024-02-05
4285,Renters,Midwest,15.74,2024-08-08
4286,Renters,Midwest,12.08,2024-04-19
4287,Renters,Northeast,15.83,2025-02-13
4288,Renters,West,20.41,2024-03-08
4289,Renters,Midwest,19.06,2025-05-18
4290,Renters,Northeast,20.07,2025-08-02
4291,Renters,West,18.06,2025-07-17
4292,Renters,Northeast,17.43,2024-06-11
4293,Flood,South,295.5,2025-04-12
4294,Renters,Midwest,13.27,2024-12-23
4295,Renters,Midwest,23.15,2024-02-15
4296,Homeowners,Midwest,215.4,2024-03-20
4297,Renters,Northeast,19.65,2025-03-10
4298,Renters,South,13.15,2025-02-17
4299,Renters,West,23.9,2024-03-06
4300,Homeowners,Northeast,194.99,2025-07-24
4301,Renters,South,19.19,2025-04-03
4302,Renters,Midwest,12.23,2024-01-15
4303,Renters,West,18.18,2025-06-16
4304,Renters,West,15.66,2025-09-03
4305,Renters,South,21.11,2025-06-17
4306,Renters,South,23.43,2024-03-17
4307,Renters,South,23.7,2024-10-14
4308,Renters,Midwest,19.9,2025-08-31
4309,Renters,South,24.43,2025-07-01
4310,Renters,Midwest,20.71,2024-07-28
4311,Renters,West,15.2,2024-09-13
4312,Renters,Midwest,21.3,2024-07-23
4313,Renters,South,21.04,2024-04-12
4314,Homeowners,Midwest,173.27,2025-08-18
4315,Renters,West,16.25,2024-06-04
4316,Homeowners,West,214.31,2025-06-14
4317,Renters,West,14.05,2024-09-27
4318,Renters,South,14.03,2025-06-12
4319,Renters,West,15.2,2024-11-18
4320,Renters,West,19.65,2024-01-28
4321,Renters,Midwest,12.89,2024-09-27
4322,Renters,Midwest,16.45,2024-07-17
4323,Renters,South,22.6,2025-08-02
4324,Homeowners,South,216.87,2025-01-24
4325,Renters,West,12.51,2024-12-14
4326,Renters,South,21.59,2024-01-14
4327,Renters,West,15.93,2024-12-06
4328,Renters,West,16.04,2024-01-25
4329,Renters,South,16.4,2024-11-08
4330,Renters,South,16.77,2024-08-10
4331,Renters,South,17.55,2024-06-21
4332,Homeowners,South,219.34,2024-06-15
4333,Renters,South,14.79,2024-06-23
4334,Renters,West,19.11,2025-03-06
4335,Renters,Midwest,17.8,2024-01-13
4336,Renters,West,22.87,2024-03-11
4337,Renters,West,18.79,2024-09-28
4338,Renters,Northeast,24.5,2025-02-18
4339,Renters,South,22.51,2024-09-22
4340,Renters,South,20.24,2024-11-22
4341,Renters,South,17.13,2025-07-07
4342,Renters,South,20.47,2025-01-15
4343,Homeowners,South,174.33,2024-08-27
4344,Renters,Northeast,21.02,2024-05-12
4345,Renters,Northeast,17.24,2025-06-06
4346,Homeowners,South,150.02,2025-01-29
4347,Renters,Northeast,17.86,2025-05-27
4348,Homeowners,South,195.6,2025-05-29
4349,Renters,West,21.52,2024-10-28
4350,Renters,Midwest,14.01,2025-09-13
4351,Renters,Northeast,18.82,2024-08-27
4352,Renters,South,20.67,2025-03-29
4353,Renters,Northeast,18.06,2024-01-27
4354,Renters,Northeast,16.74,2024-04-16
4355,Flood,West,208.15,2024-09-28
4356,Renters,South,24.84,2025-05-23
4357,Renters,West,17.24,2025-07-28
4358,Renters,Midwest,17.4,2025-05-04
4359,Renters,South,24.98,2025-04-03
4360,Renters,West,18.09,2025-04-09
4361,Renters,Northeast,19.44,2024-05-03
4362,Renters,South,21.07,2025-02-12
4363,Renters,West,17.5,2024-11-27
4364,Renters,South,13.85,2025-01-10
4365,Renters,South,15.53,2024-02-26
4366,Renters,Midwest,12.29,2024-02-23
4367,Homeowners,Northeast,176.14,2025-08-25
4368,Renters,Midwest,22.99,2024-08-21
4369,Renters,South,23.19,2024-06-28
4370,Renters,Northeast,16.23,2024-02-24
4371,Homeowners,South,187.6,2024-10-03
4372,Homeowners,South,192.39,2024-02-12
4373,Renters,Northeast,21.81,2024-11-02
4374,Renters,Midwest,14.05,2024-05-09
4375,Renters,South,20.84,2024-01-17
4376,Renters,West,18.67,2025-06-27
4377,Renters,West,21.78,2024-04-13
4378,Renters,West,20.14,2025-08-05
4379,Homeowners,Midwest,168.28,2024-04-16
4380,Renters,South,18.39,2025-05-10
4381,Renters,Midwest,16.43,2025-02-09
4382,Renters,Northeast,23.35,2025-07-29
4383,Renters,West,12.72,2024-04-14
4384,Renters,Midwest,19.91,2025-09-09
4385,Homeowners,West,195.45,2024-12-25
4386,Renters,South,22.42,2025-06-29
4387,Homeowners,West,219.53,2024-07-14
4388,Renters,Midwest,17.74,2024-02-05
4389,Renters,South,21.91,2024-04-02
4390,Homeowners,Northeast,153.58,2024-04-07
4391,Renters,South,21.06,2024-04-18
4392,Renters,West,23.92,2025-05-07
4393,Renters,Midwest,22.31,2025-09-10
4394,Renters,Northeast,12.98,2024-03-29
4395,Renters,West,13.44,2024-11-10
4396,Renters,West,19.96,2025-05-21
4397,Renters,South,14.0,2025-09-04
4398,Flood,Midwest,227.41,2024-04-20
4399,Renters,West,14.3,2024-09-29
4400,Renters,West,16.2,2024-03-17
4401,Renters,West,19.34,2025-07-24
4402,Homeowners,South,204.4,2024-02-03
4403,Flood,Northeast,62.54,2025-03-15
4404,Renters,Midwest,17.05,2024-01-23
4405,Renters,Northeast,16.72,2024-10-28
4406,Renters,Northeast,19.13,2024-03-21
4407,Flood,South,46.29,2025-03-20
4408,Renters,Northeast,19.79,2025-05-01
4409,Renters,Northeast,12.59,2024-04-27
4410,Renters,South,22.77,2025-09-03
4411,Renters,South,22.83,2024-09-15
4412,Renters,Northeast,20.86,2025-03-20
4413,Homeowners,South,188.87,2025-09-08
4414,Renters,Midwest,12.81,2025-02-22
4415,Homeowners,Midwest,189.56,2024-09-08
4416,Renters,West,17.57,2024-10-30
4417,Renters,Northeast,13.39,2025-05-25
4418,Renters,West,22.06,2025-07-06
4419,Renters,South,20.74,2024-05-16
4420,Homeowners,West,213.78,2024-03-09
4421,Renters,South,13.05,2024-01-16
4422,Renters,West,18.89,2024-12-02
4423,Homeowners,Northeast,202.41,2024-10-31
4424,Homeowners,South,216.93,2024-08-30
4425,Renters,West,15.7,2025-09-06
4426,Renters,West,24.75,2024-01-18
4427,Renters,South,22.57,2024-06-03
4428,Renters,South,12.91,2024-12-24
4429,Homeowners,Northeast,213.98,2025-04-27
4430,Homeowners,West,161.72,2024-05-22
4431,Renters,Midwest,18.55,2024-08-18
4432,Renters,South,21.84,2025-09-15
4433,Renters,West,19.28,2024-10-08
4434,Flood,South,246.09,2024-04-05
4435,Renters,West,21.15,2024-08-22
4436,Renters,South,20.05,2025-07-18
4437,Homeowners,Midwest,161.78,2025-03-06
4438,Renters,West,15.42,2024-10-27
4439,Renters,Northeast,23.67,2025-02-23
4440,Renters,West,14.6,2024-12-17
4441,Renters,Northeast,23.53,2024-05-12
4442,Flood,South,210.32,2024-06-18
4443,Homeowners,South,217.31,2025-08-16
4444,Homeowners,Northeast,170.05,2024-04-25
4445,Renters,Midwest,14.14,2024-07-19
4446,Renters,Northeast,14.17,2025-09-27
4447,Renters,Midwest,17.82,2025-02-21
4448,Renters,South,12.46,2024-04-07
4449,Homeowners,Northeast,207.54,2025-09-15
4450,Homeowners,South,222.21,2024-08-26
4451,Renters,West,21.29,2025-04-07
4452,Renters,West,18.25,2024-07-01
4453,Homeowners,South,207.46,2025-09-06
4454,Renters,Midwest,16.03,2025-07-25
4455,Renters,Midwest,21.67,2024-12-04
4456,Flood,Northeast,63.65,2024-03-28
4457,Renters,Northeast,22.74,2024-09-26
4458,Renters,South,22.28,2024-12-01
4459,Renters,Midwest,20.13,2025-07-18
4460,Renters,Midwest,15.66,2024-04-07
4461,Renters,Midwest,23.4,2024-04-23
4462,Renters,Northeast,22.99,2025-08-14
4463,Renters,South,21.15,2024-05-22
4464,Renters,South,19.68,2024-03-02
4465,Renters,Northeast,20.63,2024-11-25
4466,Renters,West,21.3,2024-07-03
4467,Renters,Northeast,24.71,2025-07-13
4468,Renters,South,16.71,2024-01-04
4469,Renters,South,15.71,2025-05-07
4470,Renters,Northeast,22.26,2025-01-04
4471,Homeowners,West,199.61,2025-07-05
4472,Renters,South,16.41,2025-03-02
4473,Renters,Northeast,15.11,2025-06-22
4474,Renters,West,19.64,2024-03-09
4475,Renters,Midwest,21.34,2024-02-01
4476,Renters,South,23.88,2024-09-04
4477,Renters,South,13.19,2024-10-28
4478,Renters,South,17.65,2024-11-12
4479,Renters,West,21.36,2024-05-05
4480,Renters,South,17.68,2025-03-03
4481,Renters,West,19.3,2024-01-11
4482,Flood,Midwest,102.36,2024-02-03
4483,Renters,Northeast,22.69,2024-04-02
4484,Renters,Northeast,16.86,2025-04-12
4485,Renters,South,12.85,2024-10-24
4486,Renters,West,19.39,2025-03-23
4487,Renters,Midwest,18.88,2024-03-17
4488,Renters,West,17.51,2025-04-10
4489,Homeowners,West,206.03,2024-10-11
4490,Renters,South,13.79,2025-09-23
4491,Renters,Midwest,15.29,2025-02-26
4492,Renters,South,23.86,2025-02-03
4493,Renters,Midwest,12.08,2024-07-28
4494,Homeowners,South,179.88,2025-09-09
4495,Renters,Midwest,12.02,2024-11-07
4496,Renters,Midwest,24.93,2025-03-11
4497,Renters,South,13.92,2025-06-06
4498,Renters,West,22.01,2024-12-09
4499,Renters,South,14.7,2025-08-18
4500,Renters,South,22.42,2025-07-02
4501,Homeowners,West,158.42,2024-11-11
4502,Renters,West,20.71,2024-09-01
4503,Renters,Northeast,12.47,2024-01-22
4504,Renters,Midwest,16.92,2025-07-05
4505,Renters,Midwest,22.81,2024-11-30
4506,Renters,Northeast,12.91,2024-05-26
4507,Flood,South,75.46,2024-12-17
4508,Renters,West,19.1,2024-01-10
4509,Renters,Northeast,14.44,2024-11-28
4510,Renters,West,20.14,2025-01-11
4511,Homeowners,West,198.15,2024-11-05
4512,Renters,West,15.98,2025-07-22
4513,Flood,Northeast,87.26,2025-04-16
4514,Renters,Northeast,15.81,2024-03-09
4515,Renters,South,13.34,2025-09-25
4516,Renters,West,23.52,2025-01-14
4517,Renters,South,20.2,2025-08-20
4518,Renters,South,18.09,2024-05-11
4519,Renters,Northeast,16.91,2024-07-27
4520,Renters,Northeast,21.03,2024-09-15
4521,Renters,West,17.77,2024-12-29
4522,Renters,Midwest,14.53,2025-06-25
4523,Renters,West,13.77,2024-12-24
4524,Homeowners,South,217.74,2024-12-28
4525,Renters,South,21.47,2025-06-10
4526,Renters,Northeast,14.19,2024-02-12
4527,Renters,South,15.29,2024-01-30
4528,Renters,Midwest,18.58,2024-04-03
4529,Renters,West,22.66,2025-05-17
4530,Renters,South,17.55,2024-08-11
4531,Renters,Northeast,24.6,2025-08-30
4532,Renters,South,22.87,2024-03-08
4533,Renters,South,23.68,2025-07-12
4534,Renters,Northeast,16.45,2025-04-08
4535,Renters,West,19.63,2024-10-28
4536,Renters,Northeast,24.49,2024-10-24
4537,Renters,South,13.43,2024-01-30
4538,Renters,Midwest,18.52,2025-03-18
4539,Renters,West,15.88,2025-01-28
4540,Renters,South,14.6,2024-12-05
4541,Renters,West,13.67,2025-09-16
4542,Renters,South,12.81,2025-03-03
4543,Renters,Midwest,12.67,2024-10-04
4544,Renters,Northeast,15.67,2024-12-22
4545,Renters,West,18.58,2024-11-11
4546,Renters,South,19.6,2025-01-05
4547,Renters,Northeast,12.19,2024-08-22
4548,Renters,West,23.26,2024-11-06
4549,Renters,Midwest,22.22,2024-04-23
4550,Renters,Midwest,16.53,2024-02-25
4551,Renters,West,12.1,2025-01-19
4552,Renters,Northeast,21.36,2025-02-08
4553,Renters,West,15.34,2025-05-24
4554,Renters,South,19.38,2025-01-08
4555,Renters,West,21.37,2024-02-21
4556,Renters,Midwest,17.11,2024-12-22
4557,Renters,West,20.3,2024-01-06
4558,Renters,South,16.13,2024-03-21
4559,Renters,West,21.45,2025-07-14
4560,Renters,South,15.23,2025-04-18
4561,Renters,Northeast,20.86,2024-12-31
4562,Renters,Midwest,13.53,2024-07-07
4563,Flood,Midwest,226.13,2025-08-20
4564,Renters,South,13.89,2025-01-07
4565,Renters,South,18.19,2025-04-24
4566,Renters,Midwest,19.58,2025-01-20
4567,Homeowners,West,180.6,2024-12-07
4568,Renters,South,13.44,2025-06-15
4569,Flood,South,234.65,2025-05-21
4570,Renters,South,18.48,2024-03-29
4571,Renters,South,13.44,2025-06-21
4572,Renters,South,16.93,2025-04-27
4573,Renters,Northeast,23.96,2025-03-12
4574,Renters,South,20.17,2025-02-05
4575,Renters,Midwest,24.69,2024-08-12
4576,Renters,South,13.76,2024-09-09
4577,Flood,South,279.74,2025-03-22
4578,Homeowners,West,169.08,2025-03-29
4579,Renters,South,17.71,2024-10-06
4580,Renters,South,22.71,2024-10-23
4581,Renters,Midwest,22.15,2025-04-14
4582,Renters,Northeast,12.08,2024-03-24
4583,Renters,Northeast,16.14,2024-03-14
4584,Homeowners,Midwest,224.26,2024-04-19
4585,Renters,South,16.67,2024-03-13
4586,Renters,South,19.92,2024-11-26
4587,Flood,South,295.63,2025-08-04
4588,Renters,Midwest,18.18,2025-09-12
4589,Renters,Northeast,14.63,2025-03-12
4590,Renters,Midwest,21.71,2025-05-29
4591,Homeowners,South,161.15,2024-10-15
4592,Flood,South,148.58,2025-06-28
4593,Homeowners,West,219.72,2024-09-28
4594,Renters,Northeast,12.12,2024-01-15
4595,Renters,South,19.86,2024-08-22
4596,Renters,West,23.44,2024-07-03
4597,Renters,South,18.57,2025-07-09
4598,Renters,Northeast,13.33,2024-08-03
4599,Renters,Northeast,19.09,2025-06-25
4600,Renters,South,17.74,2025-04-27
4601,Homeowners,South,192.09,2025-04-18
4602,Renters,Midwest,21.04,2025-04-07
4603,Renters,West,23.49,2025-03-09
4604,Renters,South,15.06,2024-08-28
4605,Renters,South,18.41,2025-04-07
4606,Homeowners,West,177.09,2024-07-26
4607,Renters,Northeast,19.57,2024-06-08
4608,Renters,South,22.3,2025-01-15
4609,Renters,Midwest,16.79,2025-03-07
4610,Renters,South,21.54,2024-10-24
4611,Renters,West,12.53,2024-06-27
4612,Renters,South,23.17,2025-06-09
4613,Renters,South,19.83,2025-05-29
4614,Renters,West,24.05,2024-05-11
4615,Renters,South,13.62,2024-07-20
4616,Renters,Northeast,12.74,2024-05-31
4617,Flood,South,97.32,2024-07-31
4618,Renters,South,23.28,2025-09-15
4619,Homeowners,West,215.4,2024-02-13
4620,Renters,Northeast,22.17,2025-01-22
4621,Renters,Midwest,22.6,2024-04-11
4622,Homeowners,Northeast,202.94,2025-07-26
4623,Renters,Northeast,17.09,2025-07-22
4624,Renters,West,19.54,2024-06-11
4625,Renters,Midwest,21.83,2024-02-14
4626,Renters,South,22.8,2025-09-05
4627,Renters,West,13.42,2025-01-18
4628,Renters,West,24.06,2024-02-08
4629,Renters,South,24.37,2024-03-24
4630,Renters,Northeast,17.99,2025-08-27
4631,Renters,South,17.92,2025-02-06
4632,Renters,Northeast,18.35,2025-06-14
4633,Renters,South,16.48,2025-01-07
4634,Flood,South,55.8,2025-09-27
4635,Renters,Northeast,22.47,2025-09-15
4636,Renters,Northeast,15.08,2024-10-07
4637,Renters,West,13.05,2024-12-03
4638,Renters,West,13.25,2024-08-04
4639,Flood,South,68.69,2024-07-30
4640,Homeowners,Northeast,207.15,2024-06-01
4641,Renters,West,20.43,2025-03-11
4642,Renters,South,20.87,2025-04-26
4643,Renters,Midwest,18.59,2024-03-15
4644,Renters,Midwest,23.51,2024-12-05
4645,Flood,South,170.04,2024-08-07
4646,Renters,Northeast,12.23,2025-05-08
4647,Renters,Northeast,19.81,2024-08-18
4648,Flood,South,158.11,2024-08-19
4649,Renters,Northeast,16.95,2024-05-14
4650,Homeowners,Midwest,161.46,2025-03-06
4651,Renters,West,13.31,2024-07-25
4652,Flood,Midwest,257.12,2024-05-01
4653,Renters,Midwest,16.46,2024-10-07
4654,Homeowners,Midwest,157.13,2024-08-27
4655,Renters,Northeast,22.9,2024-07-07
4656,Homeowners,Northeast,160.82,2025-05-23
4657,Renters,Northeast,17.36,2025-08-01
4658,Renters,South,16.46,2024-05-03
4659,Renters,South,16.34,2024-05-13
4660,Renters,South,14.51,2025-05-05
4661,Renters,Northeast,24.83,2025-02-04
4662,Renters,Midwest,21.6,2025-07-25
4663,Homeowners,Midwest,172.58,2024-06-29
4664,Renters,South,19.96,2025-04-28
4665,Renters,West,16.54,2024-09-22
4666,Renters,West,18.4,2025-01-22
4667,Renters,South,22.61,2024-02-06
4668,Homeowners,Midwest,163.88,2025-02-04
4669,Renters,West,12.17,2024-06-13
4670,Renters,Northeast,19.38,2025-09-25
4671,Flood,South,253.48,2025-08-10
4672,Renters,South,15.15,2025-08-27
4673,Renters,West,14.57,2024-10-18
4674,Renters,West,12.33,2024-04-18
4675,Renters,Midwest,22.04,2024-06-23
4676,Renters,South,13.6,2024-12-27
4677,Renters,South,13.82,2024-10-15
4678,Renters,West,23.8,2024-02-18
4679,Renters,Midwest,19.89,2025-05-07
4680,Renters,South,23.03,2024-06-17
4681,Homeowners,Midwest,200.76,2024-08-02
4682,Renters,South,14.83,2024-12-02
4683,Flood,South,134.69,2024-12-12
4684,Renters,Northeast,23.96,2025-02-25
4685,Renters,South,14.85,2024-03-16
4686,Homeowners,Northeast,222.48,2024-09-15
4687,Flood,South,159.96,2024-09-16
4688,Renters,West,20.18,2025-05-20
4689,Renters,South,13.17,2025-07-29
4690,Renters,Northeast,18.46,2024-01-22
4691,Renters,West,14.16,2025-05-13
4692,Flood,Midwest,218.95,2024-06-10
4693,Renters,Midwest,18.68,2024-01-05
4694,Renters,South,18.2,2024-05-17
4695,Renters,South,19.52,2025-04-02
4696,Renters,Northeast,14.03,2024-08-19
4697,Renters,West,18.26,2025-09-10
4698,Renters,Midwest,23.9,2025-01-29
4699,Renters,West,16.6,2024-11-10
4700,Renters,South,24.24,2025-09-01
4701,Homeowners,South,197.5,2024-10-29
4702,Renters,Northeast,16.95,2024-12-15
4703,Homeowners,Northeast,175.26,2024-06-30
4704,Homeowners,West,159.03,2025-08-20
4705,Renters,South,23.97,2025-06-01
4706,Renters,South,17.54,2025-01-29
4707,Renters,West,12.71,2024-04-14
4708,Homeowners,West,169.78,2025-05-03
4709,Renters,Northeast,12.64,2024-10-29
4710,Renters,Northeast,22.66,2025-01-15
4711,Renters,Northeast,22.93,2024-05-08
4712,Renters,West,21.23,2024-08-09
4713,Homeowners,South,177.89,2024-11-20
4714,Renters,West,23.56,2024-08-25
4715,Renters,South,17.57,2025-05-28
4716,Flood,South,250.51,2024-07-14
4717,Renters,West,21.82,2024-10-05
4718,Homeowners,Northeast,173.85,2025-02-13
4719,Renters,Northeast,17.64,2024-04-22
4720,Renters,South,13.01,2025-08-24
4721,Flood,Northeast,115.83,2025-09-18
4722,Renters,South,16.77,2025-08-14
4723,Renters,South,14.38,2024-09-05
4724,Renters,Northeast,13.05,2025-07-04
4725,Renters,South,13.98,2024-10-14
4726,Homeowners,South,152.47,2024-04-20
4727,Renters,Midwest,21.17,2024-04-07
4728,Renters,South,21.89,2024-08-19
4729,Renters,South,19.73,2025-05-02
4730,Renters,South,21.32,2025-06-28
4731,Renters,Midwest,24.1,2024-11-25
4732,Renters,South,20.18,2025-05-24
4733,Homeowners,South,165.6,2025-09-16
4734,Renters,West,15.84,2024-09-23
4735,Renters,South,15.51,2024-03-23
4736,Renters,West,20.77,2024-12-13
4737,Renters,West,22.96,2025-05-21
4738,Renters,South,15.44,2025-07-25
4739,Renters,South,23.18,2024-04-19
4740,Renters,South,23.46,2024-03-16
4741,Flood,West,277.74,2025-03-27
4742,Renters,Northeast,24.15,2025-03-20
4743,Renters,South,13.38,2025-09-30
4744,Renters,Northeast,14.72,2025-06-03
4745,Renters,South,13.07,2025-03-08
4746,Renters,Midwest,23.97,2024-03-25
4747,Renters,West,16.64,2025-04-28
4748,Homeowners,West,220.38,2024-09-26
4749,Homeowners,Northeast,169.9,2025-03-25
4750,Renters,South,16.27,2025-08-29
4751,Renters,West,22.73,2024-11-18
4752,Homeowners,Midwest,207.61,2024-11-15
4753,Homeowners,West,179.09,2025-04-23
4754,Flood,South,163.73,2025-02-11
4755,Renters,Northeast,12.99,2024-11-01
4756,Renters,Northeast,16.94,2024-05-25
4757,Renters,West,14.51,2025-05-11
4758,Renters,Northeast,12.6,2025-07-13
4759,Homeowners,South,210.51,2025-05-01
4760,Homeowners,South,211.17,2024-12-15
4761,Renters,South,12.01,2024-12-08
4762,Renters,Northeast,20.93,2024-09-09
4763,Renters,South,18.44,2024-03-19
4764,Renters,Midwest,17.67,2024-11-23
4765,Renters,West,23.48,2025-09-07
4766,Flood,Northeast,123.83,2024-04-11
4767,Renters,Midwest,12.69,2025-06-24
4768,Renters,South,16.15,2025-04-16
4769,Homeowners,South,162.48,2025-02-18
4770,Homeowners,Northeast,153.89,2024-07-13
4771,Renters,West,20.72,2025-07-10
4772,Homeowners,West,201.16,2024-04-06
4773,Flood,West,135.12,2024-10-17
4774,Renters,South,24.02,2025-07-01
4775,Renters,South,17.59,2024-11-24
4776,Renters,South,16.29,2024-09-30
4777,Homeowners,Northeast,180.13,2025-02-02
4778,Renters,Northeast,12.85,2025-03-26
4779,Renters,South,13.66,2024-11-11
4780,Renters,Midwest,15.12,2024-04-13
4781,Renters,South,17.6,2025-07-16
4782,Renters,South,23.58,2025-03-27
4783,Renters,South,16.61,2024-10-17
4784,Homeowners,Midwest,164.57,2025-08-10
4785,Renters,Northeast,12.7,2024-06-06
4786,Renters,Northeast,12.25,2025-03-29
4787,Renters,Northeast,21.12,2024-08-28
4788,Renters,South,13.22,2025-06-16
4789,Renters,South,21.54,2025-07-22
4790,Renters,Midwest,14.5,2025-04-28
4791,Renters,Midwest,13.36,2024-09-12
4792,Renters,Northeast,23.45,2024-06-10
4793,Renters,South,16.66,2024-03-11
4794,Renters,West,22.6,2024-05-25
4795,Renters,South,13.56,2024-01-30
4796,Renters,West,21.4,2025-01-13
4797,Renters,South,23.21,2024-06-08
4798,Renters,Midwest,17.31,2024-02-02
4799,Renters,Northeast,18.14,2024-08-24
4800,Renters,South,18.69,2025-07-07
4801,Renters,Northeast,17.39,2025-05-16
4802,Renters,South,20.73,2024-11-24
4803,Renters,Midwest,21.62,2024-01-10
4804,Flood,South,58.24,2025-05-21
4805,Renters,Northeast,17.25,2024-02-04
4806,Flood,South,69.87,2024-01-17
4807,Renters,Northeast,16.46,2025-02-27
4808,Homeowners,South,154.44,2024-07-17
4809,Renters,West,20.27,2024-02-21
4810,Renters,West,17.46,2024-03-06
4811,Renters,South,18.23,2024-11-22
4812,Renters,Midwest,13.42,2024-05-03
4813,Renters,South,20.45,2025-06-24
4814,Renters,South,22.14,2025-03-04
4815,Renters,South,23.54,2024-10-26
4816,Renters,Midwest,20.55,2024-11-15
4817,Renters,Midwest,17.62,2025-06-22
4818,Flood,South,294.24,2024-05-09
4819,Renters,South,19.97,2025-08-22
4820,Homeowners,Midwest,219.81,2025-03-15
4821,Homeowners,South,208.39,2025-09-11
4822,Renters,South,15.33,2024-03-23
4823,Renters,West,12.82,2024-01-06
4824,Renters,West,13.31,2024-07-23
4825,Renters,South,18.44,2025-06-12
4826,Renters,Midwest,14.2,2025-02-01
4827,Renters,South,14.0,2025-08-22
4828,Renters,South,13.76,2025-03-03
4829,Renters,West,22.8,2024-03-30
4830,Renters,South,12.15,2024-08-31
4831,Renters,West,18.95,2024-02-22
4832,Renters,Midwest,22.09,2024-06-27
4833,Renters,South,14.15,2024-09-01
4834,Renters,South,13.09,2025-02-09
4835,Renters,South,16.59,2025-03-01
4836,Renters,South,20.5,2025-04-23
4837,Flood,South,49.68,2024-04-08
4838,Renters,South,13.07,2024-05-09
4839,Flood,West,295.72,2025-08-30
4840,Renters,Northeast,12.37,2024-08-17
4841,Renters,West,21.19,2025-07-05
4842,Homeowners,Midwest,217.83,2024-05-26
4843,Renters,South,16.87,2024-10-03
4844,Homeowners,South,150.09,2024-04-23
4845,Renters,Midwest,13.1,2024-05-08
4846,Renters,West,17.53,2024-03-11
4847,Renters,South,23.9,2024-03-15
4848,Homeowners,South,173.76,2024-04-01
4849,Renters,Northeast,19.27,2024-05-12
4850,Renters,West,13.03,2025-01-21
4851,Renters,South,18.09,2025-06-15
4852,Homeowners,South,160.15,2024-02-22
4853,Renters,West,24.61,2024-10-07
4854,Renters,West,24.09,2025-01-27
4855,Renters,West,19.49,2025-07-03
4856,Renters,South,18.09,2024-12-21
4857,Renters,West,23.46,2025-02-15
4858,Renters,South,14.4,2024-02-14
4859,Renters,South,23.47,2024-10-14
4860,Renters,Midwest,14.64,2025-08-03
4861,Flood,Northeast,69.44,2024-03-11
4862,Renters,South,17.27,2025-01-27
4863,Renters,South,24.76,2025-07-11
4864,Renters,South,19.1,2024-01-17
4865,Homeowners,South,210.41,2024-07-30
4866,Renters,South,17.14,2024-10-10
4867,Renters,West,23.02,2024-04-27
4868,Renters,West,16.07,2025-05-05
4869,Renters,West,19.49,2024-05-21
4870,Renters,West,13.88,2025-01-07
4871,Renters,South,14.08,2025-03-18
4872,Renters,South,22.14,2024-08-09
4873,Renters,South,21.2,2024-07-06
4874,Renters,South,17.69,2025-04-29
4875,Renters,West,23.08,2024-01-03
4876,Renters,Midwest,23.85,2025-06-14
4877,Renters,South,20.86,2024-03-28
4878,Homeowners,South,205.54,2024-02-21
4879,Renters,Northeast,23.46,2024-01-13
4880,Renters,South,23.55,2024-02-12
4881,Renters,Midwest,13.78,2024-04-18
4882,Renters,Midwest,18.53,2025-09-24
4883,Renters,South,20.53,2024-06-10
4884,Renters,South,12.67,2024-07-05
4885,Renters,South,20.69,2024-04-01
4886,Renters,South,24.93,2024-05-23
4887,Renters,South,16.23,2024-09-20
4888,Renters,Northeast,21.09,2025-05-17
4889,Renters,South,13.33,2024-08-26
4890,Renters,South,12.12,2025-01-30
4891,Renters,West,20.71,2025-01-04
4892,Renters,South,21.53,2024-08-15
4893,Homeowners,Midwest,166.5,2024-08-26
4894,Renters,Northeast,18.3,2025-03-16
4895,Flood,South,64.31,2024-01-08
4896,Renters,Midwest,13.31,2024-05-02
4897,Renters,West,21.28,2025-02-13
4898,Renters,West,21.72,2025-02-18
4899,Homeowners,West,210.26,2025-05-02
4900,Renters,West,23.87,2025-07-26
4901,Renters,Midwest,22.6,2025-08-29
4902,Renters,Midwest,24.43,2024-04-02
4903,Renters,South,20.06,2024-09-16
4904,Renters,South,24.49,2025-04-24
4905,Homeowners,South,152.7,2025-06-20
4906,Renters,South,19.95,2025-08-15
4907,Renters,West,23.19,2025-05-19
4908,Flood,South,260.74,2024-05-13
4909,Renters,West,17.72,2024-07-31
4910,Renters,West,15.68,2024-10-28
4911,Renters,Northeast,21.42,2025-05-01
4912,Renters,Midwest,19.16,2024-07-09
4913,Renters,Midwest,23.09,2024-11-22
4914,Renters,West,16.3,2024-05-07
4915,Renters,West,17.8,2024-12-13
4916,Renters,Northeast,17.01,2024-12-26
4917,Renters,West,13.19,2025-06-29
4918,Flood,South,55.53,2025-02-06
4919,Renters,Northeast,16.59,2025-04-21
4920,Homeowners,West,223.63,2025-04-03
4921,Homeowners,Midwest,162.14,2025-01-23
4922,Renters,South,23.02,2025-09-03
4923,Renters,South,21.43,2025-09-03
4924,Homeowners,South,170.79,2025-01-09
4925,Renters,South,21.81,2025-02-07
4926,Renters,Midwest,19.3,2024-11-14
4927,Renters,Midwest,14.19,2024-10-24
4928,Renters,South,15.83,2024-10-18
4929,Renters,Midwest,14.91,2024-01-29
4930,Renters,South,12.23,2025-09-17
